data,mes,grupo,variavel,valor,tabela
2021-09-01,202109,1.Alimentação e bebidas,IPCA - Variação mensal,1.02,7060
2021-10-01,202110,1.Alimentação e bebidas,IPCA - Variação mensal,1.17,7060
2021-11-01,202111,1.Alimentação e bebidas,IPCA - Variação mensal,-0.04,7060
2021-12-01,202112,1.Alimentação e bebidas,IPCA - Variação mensal,0.84,7060
2022-01-01,202201,1.Alimentação e bebidas,IPCA - Variação mensal,1.11,7060
2022-02-01,202202,1.Alimentação e bebidas,IPCA - Variação mensal,1.28,7060
2022-03-01,202203,1.Alimentação e bebidas,IPCA - Variação mensal,2.42,7060
2022-04-01,202204,1.Alimentação e bebidas,IPCA - Variação mensal,2.06,7060
2022-05-01,202205,1.Alimentação e bebidas,IPCA - Variação mensal,0.48,7060
2022-06-01,202206,1.Alimentação e bebidas,IPCA - Variação mensal,0.8,7060
2022-07-01,202207,1.Alimentação e bebidas,IPCA - Variação mensal,1.3,7060
2022-08-01,202208,1.Alimentação e bebidas,IPCA - Variação mensal,0.24,7060
2022-09-01,202209,1.Alimentação e bebidas,IPCA - Variação mensal,-0.51,7060
2022-10-01,202210,1.Alimentação e bebidas,IPCA - Variação mensal,0.72,7060
2022-11-01,202211,1.Alimentação e bebidas,IPCA - Variação mensal,0.53,7060
2022-12-01,202212,1.Alimentação e bebidas,IPCA - Variação mensal,0.66,7060
2023-01-01,202301,1.Alimentação e bebidas,IPCA - Variação mensal,0.59,7060
2023-02-01,202302,1.Alimentação e bebidas,IPCA - Variação mensal,0.16,7060
2023-03-01,202303,1.Alimentação e bebidas,IPCA - Variação mensal,0.05,7060
2023-04-01,202304,1.Alimentação e bebidas,IPCA - Variação mensal,0.71,7060
2023-05-01,202305,1.Alimentação e bebidas,IPCA - Variação mensal,0.16,7060
2023-06-01,202306,1.Alimentação e bebidas,IPCA - Variação mensal,-0.66,7060
2023-07-01,202307,1.Alimentação e bebidas,IPCA - Variação mensal,-0.46,7060
2023-08-01,202308,1.Alimentação e bebidas,IPCA - Variação mensal,-0.85,7060
2023-09-01,202309,1.Alimentação e bebidas,IPCA - Variação mensal,-0.71,7060
2023-10-01,202310,1.Alimentação e bebidas,IPCA - Variação mensal,0.31,7060
2023-11-01,202311,1.Alimentação e bebidas,IPCA - Variação mensal,0.63,7060
2023-12-01,202312,1.Alimentação e bebidas,IPCA - Variação mensal,1.11,7060
2024-01-01,202401,1.Alimentação e bebidas,IPCA - Variação mensal,1.38,7060
2024-02-01,202402,1.Alimentação e bebidas,IPCA - Variação mensal,0.95,7060
2024-03-01,202403,1.Alimentação e bebidas,IPCA - Variação mensal,0.53,7060
2024-04-01,202404,1.Alimentação e bebidas,IPCA - Variação mensal,0.7,7060
2024-05-01,202405,1.Alimentação e bebidas,IPCA - Variação mensal,0.62,7060
2024-06-01,202406,1.Alimentação e bebidas,IPCA - Variação mensal,0.44,7060
2024-07-01,202407,1.Alimentação e bebidas,IPCA - Variação mensal,-1.0,7060
2024-08-01,202408,1.Alimentação e bebidas,IPCA - Variação mensal,-0.44,7060
2024-09-01,202409,1.Alimentação e bebidas,IPCA - Variação mensal,0.5,7060
2024-10-01,202410,1.Alimentação e bebidas,IPCA - Variação mensal,1.06,7060
2024-11-01,202411,1.Alimentação e bebidas,IPCA - Variação mensal,1.55,7060
2024-12-01,202412,1.Alimentação e bebidas,IPCA - Variação mensal,1.18,7060
2025-01-01,202501,1.Alimentação e bebidas,IPCA - Variação mensal,0.96,7060
2025-02-01,202502,1.Alimentação e bebidas,IPCA - Variação mensal,0.7,7060
2025-03-01,202503,1.Alimentação e bebidas,IPCA - Variação mensal,1.17,7060
2025-04-01,202504,1.Alimentação e bebidas,IPCA - Variação mensal,0.82,7060
2025-05-01,202505,1.Alimentação e bebidas,IPCA - Variação mensal,0.17,7060
2025-06-01,202506,1.Alimentação e bebidas,IPCA - Variação mensal,-0.18,7060
2025-07-01,202507,1.Alimentação e bebidas,IPCA - Variação mensal,-0.27,7060
2025-08-01,202508,1.Alimentação e bebidas,IPCA - Variação mensal,-0.46,7060
2025-09-01,202509,1.Alimentação e bebidas,IPCA - Variação mensal,-0.26,7060
2025-10-01,202510,1.Alimentação e bebidas,IPCA - Variação mensal,0.01,7060
2025-11-01,202511,1.Alimentação e bebidas,IPCA - Variação mensal,-0.01,7060
2025-12-01,202512,1.Alimentação e bebidas,IPCA - Variação mensal,0.27,7060
2026-01-01,202601,1.Alimentação e bebidas,IPCA - Variação mensal,0.23,7060
2026-02-01,202602,1.Alimentação e bebidas,IPCA - Variação mensal,0.26,7060
2026-03-01,202603,1.Alimentação e bebidas,IPCA - Variação mensal,1.56,7060
2026-04-01,202604,1.Alimentação e bebidas,IPCA - Variação mensal,1.34,7060
2026-05-01,202605,1.Alimentação e bebidas,IPCA - Variação mensal,1.33,7060
2026-06-01,202606,1.Alimentação e bebidas,IPCA - Variação mensal,-0.24,7060
2026-07-01,202607,1.Alimentação e bebidas,IPCA - Variação mensal,-0.67,7060
2026-08-01,202608,1.Alimentação e bebidas,IPCA - Variação mensal,-0.34,7060
