capital,valor,var_mensal,pct_sal,tempo,var_ano,var_12,aammes
Florianópolis,425.3,-3.7,48.46,98h05m,1.6,-1.64,201806
Vitória,413.73,0.92,47.14,95h25m,7.41,2.27,201806
Brasília,413.02,2.07,47.06,95h15m,8.76,2.01,201806
Curitiba,412.44,3.84,46.99,95h07m,10.0,4.55,201806
Fortaleza,392.35,0.4,44.7,90h29m,6.78,-3.95,201806
Belém,381.65,3.83,43.48,88h01m,7.0,-2.89,201806
Campo Grande,380.18,-4.51,43.32,87h40m,3.8,-1.68,201806
Belo Horizonte,373.92,-0.32,42.6,86h14m,3.4,-0.25,201806
Manaus,367.89,2.85,41.92,84h50m,5.88,-0.05,201806
Goiânia,365.81,-0.23,41.68,84h22m,1.42,-6.23,201806
São Luís,358.71,2.49,40.87,82h43m,7.36,-1.86,201806
Recife,355.93,5.82,40.55,82h05m,7.16,-4.79,201806
Natal,351.11,2.91,40.0,80h58m,6.02,-0.91,201806
João Pessoa,349.8,0.98,39.86,80h40m,6.15,-5.4,201806
Aracaju,349.55,0.07,39.83,80h37m,2.8,-4.38,201806
Salvador,333.0,1.66,37.94,76h47m,5.16,-4.92,201806
São Paulo,437.42,-3.15,49.84,100h52m,3.08,-1.89,201807
Porto Alegre,435.02,-3.93,49.56,100h19m,1.94,-4.09,201807
Rio de Janeiro,421.89,-5.32,48.07,97h17m,0.76,-0.88,201807
Florianópolis,415.27,-2.36,47.31,95h46m,-0.8,-5.59,201807
Vitória,406.43,-1.76,46.31,93h44m,5.51,-0.75,201807
Curitiba,391.32,-5.12,44.59,90h14m,4.37,-1.92,201807
Brasília,390.34,-5.49,44.47,90h01m,2.78,-3.71,201807
Cuiabá,388.43,-8.67,44.26,89h35m,3.11,-1.67,201807
Fortaleza,379.26,-3.34,43.21,87h28m,3.21,-5.34,201807
Campo Grande,370.59,-2.52,42.22,85h28m,1.18,-3.03,201807
Goiânia,366.38,0.16,41.74,84h29m,1.57,-5.25,201807
Belo Horizonte,363.28,-2.85,41.39,83h47m,0.46,-5.32,201807
Belém,361.11,-5.38,41.14,83h16m,1.24,-7.09,201807
Manaus,355.17,-3.46,40.47,81h55m,2.22,-1.73,201807
Recife,347.43,-2.39,39.59,80h07m,4.6,-3.93,201807
João Pessoa,347.15,-0.76,39.55,80h04m,5.35,-3.95,201807
Aracaju,344.89,-1.33,39.3,79h32m,1.43,-5.32,201807
Natal,341.09,-2.85,38.86,78h40m,2.99,-4.76,201807
São Luís,336.67,-6.14,38.36,77h38m,0.76,-8.41,201807
Salvador,321.62,-3.42,36.64,74h10m,1.57,-9.98,201807
São Paulo,432.81,-1.05,49.31,99h49m,1.99,0.27,201808
Florianópolis,431.3,3.86,49.14,99h28m,3.03,1.17,201808
Porto Alegre,419.81,-3.5,47.83,96h49m,-1.62,-5.82,201808
Rio de Janeiro,417.05,-1.15,47.52,96h11m,-0.4,1.61,201808
Vitória,395.7,-2.64,45.08,91h15m,2.73,-0.55,201808
Curitiba,389.15,-0.55,44.34,89h44m,3.79,1.05,201808
Brasília,385.62,-1.21,43.94,88h56m,1.54,-2.75,201808
Cuiabá,385.61,-0.73,43.94,88h55m,2.36,2.57,201808
Fortaleza,372.89,-1.68,42.49,85h59m,1.48,-4.23,201808
Campo Grande,364.66,-1.6,41.55,84h05m,-0.44,2.7,201808
Goiânia,362.47,-1.07,41.3,83h35m,0.49,-6.29,201808
Belém,360.3,-0.22,41.05,83h05m,1.02,-4.13,201808
Manaus,360.17,1.41,41.04,83h04m,3.65,0.61,201808
Belo Horizonte,357.93,-1.47,40.78,82h32m,-1.02,-1.95,201808
Aracaju,344.92,0.01,39.3,79h32m,1.44,-2.52,201808
Recife,340.14,-2.1,38.75,78h26m,2.41,-0.12,201808
Natal,335.61,-1.61,38.24,77h23m,1.34,-0.15,201808
João Pessoa,335.49,-3.36,38.22,77h22m,1.81,-4.44,201808
São Luís,329.42,-2.15,37.53,75h58m,-1.41,-6.51,201808
Salvador,311.92,-3.02,35.54,71h56m,-1.49,-6.08,201808
Florianópolis,435.47,0.97,49.62,100h25m,4.03,3.89,201809
São Paulo,432.83,0.0,49.32,99h49m,2.0,2.81,201809
Porto Alegre,423.01,0.76,48.2,97h33m,-0.87,-3.13,201809
Rio de Janeiro,418.48,0.34,47.68,96h30m,-0.05,2.0,201809
Vitória,395.64,-0.02,45.08,91h14m,2.71,0.99,201809
Brasília,390.14,1.17,44.45,89h58m,2.73,1.86,201809
Curitiba,387.39,-0.45,44.14,89h20m,3.32,2.9,201809
Campo Grande,383.77,5.24,43.73,88h30m,4.78,6.83,201809
Fortaleza,367.14,-1.54,41.83,84h40m,-0.08,-0.9,201809
Belém,359.51,-0.22,40.96,82h55m,0.8,-2.81,201809
Belo Horizonte,358.83,0.25,40.88,82h45m,-0.77,-0.83,201809
Goiânia,354.11,-2.31,40.35,81h40m,-1.83,-5.06,201809
Aracaju,342.34,-0.75,39.01,78h57m,0.68,-0.53,201809
Recife,332.75,-2.17,37.91,76h44m,0.18,1.25,201809
Natal,330.3,-1.58,37.63,76h10m,-0.27,1.98,201809
João Pessoa,328.99,-1.94,37.48,75h52m,-0.16,-1.75,201809
São Luís,324.04,-1.63,36.92,74h44m,-3.02,-4.24,201809
Salvador,315.86,1.26,35.99,72h50m,-0.25,-0.84,201809
Florianópolis,450.35,3.42,51.31,103h51m,7.58,8.15,201810
Porto Alegre,449.89,6.35,51.26,103h45m,5.42,0.68,201810
São Paulo,446.02,3.05,50.82,102h52m,5.1,4.18,201810
Rio de Janeiro,443.69,6.02,50.55,102h19m,5.97,5.38,201810
Vitória,419.69,6.08,47.82,96h47m,8.96,6.6,201810
Brasília,409.14,4.87,46.62,94h21m,7.73,5.24,201810
Curitiba,406.42,4.91,46.31,93h43m,8.4,4.73,201810
Campo Grande,396.8,3.4,45.21,91h31m,8.34,7.58,201810
Fortaleza,393.4,7.15,44.82,90h43m,7.06,7.02,201810
Belo Horizonte,372.77,3.88,42.47,85h58m,3.09,1.88,201810
Belém,361.7,0.61,41.21,83h25m,1.41,-1.45,201810
Goiânia,357.72,1.02,40.76,82h29m,-0.83,-1.34,201810
Aracaju,342.5,0.05,39.02,78h59m,0.73,0.63,201810
João Pessoa,334.1,1.55,38.07,77h03m,1.39,1.13,201810
São Luís,333.36,2.88,37.98,76h53m,-0.23,-1.19,201810
Salvador,331.02,4.8,37.72,76h20m,4.54,3.99,201810
Recife,330.2,-0.77,37.62,76h09m,-0.59,1.3,201810
Natal,329.9,-0.12,37.59,76h05m,-0.39,1.48,201810
São Paulo,471.37,5.68,53.71,108h42m,11.08,11.37,201811
Porto Alegre,463.09,2.93,52.76,106h47m,8.52,4.26,201811
Rio de Janeiro,460.24,3.73,52.44,106h08m,9.92,12.98,201811
Florianópolis,454.87,1.0,51.83,104h54m,8.66,9.61,201811
Brasília,430.82,5.45,49.09,99h21m,13.44,13.22,201811
Campo Grande,420.8,6.05,47.94,97h02m,14.89,15.5,201811
Curitiba,416.41,2.46,47.44,96h02m,11.06,9.22,201811
Fortaleza,411.66,4.64,46.9,94h56m,12.03,13.12,201811
Vitória,408.55,-2.65,46.55,94h13m,6.06,5.32,201811
Belo Horizonte,401.9,7.81,45.79,92h41m,11.14,11.73,201811
Belém,372.24,2.91,42.41,85h50m,4.37,3.76,201811
Goiânia,368.06,2.89,41.94,84h53m,2.04,1.69,201811
São Luís,354.83,6.44,40.43,81h50m,6.2,6.51,201811
Aracaju,349.76,2.12,39.85,80h40m,2.86,2.54,201811
João Pessoa,339.39,1.58,38.67,78h16m,3.0,4.46,201811
Recife,333.5,1.0,38.0,76h55m,0.41,1.72,201811
Natal,332.21,0.7,37.85,76h37m,0.31,1.22,201811
Salvador,330.17,-0.26,37.62,76h08m,4.27,4.49,201811
Campo Grande,422.88,0.49,48.18,97h31m,15.46,,201812
Brasília,435.83,1.16,49.66,100h31m,14.76,,201812
Belo Horizonte,408.71,1.69,46.57,94h15m,13.03,,201812
Curitiba,419.05,0.63,47.75,96h38m,11.76,,201812
Rio de Janeiro,466.75,1.41,53.18,107h38m,11.47,,201812
São Paulo,471.44,0.01,53.71,108h43m,11.09,,201812
Florianópolis,457.82,0.65,52.16,105h35m,9.37,,201812
Porto Alegre,464.72,0.35,52.95,107h10m,8.9,,201812
Salvador,343.82,4.13,39.17,79h17m,8.58,,201812
Fortaleza,397.34,-3.48,45.27,91h38m,8.13,,201812
Goiânia,388.86,5.65,44.31,89h40m,7.81,,201812
Belém,382.31,2.71,43.56,88h10m,7.19,,201812
São Luís,353.4,-0.4,40.27,81h30m,5.77,,201812
Aracaju,358.75,2.57,40.87,82h44m,5.51,,201812
Vitória,403.79,-1.17,46.01,93h07m,4.83,,201812
João Pessoa,345.21,1.71,39.33,79h37m,4.76,,201812
Natal,341.4,2.77,38.9,78h44m,3.09,,201812
Recife,340.57,2.12,38.8,78h32m,2.53,,201812
São Paulo,467.65,-0.8,50.93,103h05m,,6.48,201901
Rio de Janeiro,460.46,-1.35,50.15,101h30m,,3.75,201901
Porto Alegre,441.65,-4.96,48.1,97h22m,,-1.13,201901
Florianópolis,437.55,-4.43,47.66,96h27m,,1.63,201901
Brasília,427.1,-2.0,46.52,94h09m,,2.55,201901
Vitória,423.96,5.0,46.17,93h28m,,1.49,201901
Campo Grande,414.83,-1.9,45.18,91h27m,,7.96,201901
Belo Horizonte,405.4,-0.81,44.15,89h22m,,6.68,201901
Fortaleza,403.99,1.67,44.0,89h04m,,4.23,201901
Curitiba,401.63,-4.16,43.74,88h32m,,0.48,201901
Goiânia,398.23,2.41,43.37,87h47m,,9.94,201901
Belém,384.78,0.65,41.91,84h49m,,4.85,201901
João Pessoa,360.92,4.55,39.31,79h34m,,-2.13,201901
Aracaju,356.56,-0.61,38.83,78h36m,,1.88,201901
São Luís,353.85,0.13,38.54,78h00m,,-0.39,201901
Salvador,353.43,2.8,38.49,77h55m,,5.82,201901
Natal,351.83,3.06,38.32,77h34m,,-2.4,201901
Recife,348.85,2.43,37.99,76h54m,,-2.14,201901
São Paulo,482.4,3.15,52.54,106h20m,2.32,10.31,201902
Rio de Janeiro,464.47,0.87,50.59,102h23m,-0.49,5.96,201902
Porto Alegre,449.95,1.88,49.01,99h11m,-3.18,3.56,201902
Vitória,449.54,5.97,48.96,99h06m,11.33,9.42,201902
Florianópolis,441.89,0.99,48.13,97h25m,-3.48,3.96,201902
Campo Grande,438.64,5.74,47.77,96h41m,3.73,17.66,201902
Brasília,427.54,0.1,46.56,94h15m,-1.9,4.61,201902
Belo Horizonte,425.0,4.83,46.29,93h41m,3.99,11.29,201902
Fortaleza,416.86,3.19,45.4,91h53m,4.91,5.41,201902
Goiânia,416.4,4.56,45.35,91h47m,7.08,14.39,201902
Curitiba,414.03,3.09,45.09,91h16m,-1.2,5.38,201902
Belém,383.76,-0.27,41.8,84h36m,0.38,1.16,201902
Aracaju,379.61,6.46,41.34,83h41m,5.81,11.13,201902
João Pessoa,378.26,4.8,41.2,83h23m,9.57,6.81,201902
Recife,376.34,7.88,40.99,82h58m,10.5,5.7,201902
Natal,375.58,6.75,40.91,82h47m,10.01,7.63,201902
São Luís,368.82,4.23,40.17,81h18m,4.36,3.39,201902
Salvador,362.93,2.69,39.53,80h00m,5.56,7.83,201902
São Paulo,509.11,5.54,55.45,112h14m,7.99,16.28,201903
Rio de Janeiro,496.33,6.86,54.06,109h25m,6.34,12.5,201903
Porto Alegre,479.53,6.57,52.23,105h43m,3.19,10.31,201903
Vitória,475.84,5.85,51.83,104h53m,17.84,15.89,201903
Brasília,474.94,11.09,51.73,104h42m,8.97,17.39,201903
Florianópolis,474.07,7.28,51.63,104h30m,3.55,11.08,201903
Campo Grande,447.5,2.02,48.74,98h39m,5.82,17.0,201903
Fortaleza,445.12,6.78,48.48,98h07m,12.02,14.43,201903
Curitiba,443.86,7.2,48.34,97h50m,5.92,10.51,201903
Belo Horizonte,443.26,4.3,48.28,97h43m,8.45,17.22,201903
Goiânia,433.43,4.09,47.21,95h33m,11.46,20.25,201903
Belém,408.67,6.49,44.51,90h05m,6.89,11.34,201903
Recife,401.35,6.65,43.71,88h28m,17.85,17.2,201903
João Pessoa,400.38,5.85,43.61,88h16m,15.98,14.45,201903
Natal,399.01,6.24,43.46,87h58m,16.87,16.24,201903
São Luís,395.58,7.26,43.08,87h12m,11.94,12.01,201903
Aracaju,385.62,1.58,42.0,85h01m,7.49,13.49,201903
Salvador,382.35,5.35,41.64,84h17m,11.21,18.42,201903
São Paulo,522.05,2.54,56.86,115h05m,10.74,20.07,201904
Rio de Janeiro,515.58,3.88,56.15,113h39m,10.46,17.16,201904
Porto Alegre,499.38,4.14,54.39,110h05m,7.46,16.06,201904
Vitória,498.54,4.77,54.3,109h54m,23.47,21.65,201904
Campo Grande,492.55,10.07,53.65,108h35m,16.48,30.17,201904
Brasília,487.02,2.54,53.04,107h22m,11.75,21.06,201904
Florianópolis,482.3,1.74,52.53,106h19m,5.35,13.02,201904
Curitiba,461.91,4.07,50.31,101h49m,10.23,17.22,201904
Fortaleza,459.2,3.16,50.01,101h14m,15.57,21.17,201904
Belo Horizonte,456.91,3.08,49.76,100h43m,11.79,21.33,201904
Goiânia,445.28,2.73,48.5,98h10m,14.51,21.72,201904
São Luís,423.66,7.1,46.14,93h23m,19.88,22.68,201904
Belém,423.17,3.55,46.09,93h17m,10.69,15.56,201904
Recife,417.03,3.91,45.42,91h56m,22.45,25.19,201904
João Pessoa,412.27,2.97,44.9,90h53m,19.43,22.78,201904
Natal,410.1,2.78,44.67,90h24m,20.12,21.45,201904
Aracaju,404.68,4.94,44.08,89h13m,12.8,18.19,201904
Salvador,396.75,3.77,43.21,87h28m,15.39,21.92,201904
São Paulo,507.07,-2.87,55.23,111h47m,7.56,14.94,201905
Porto Alegre,496.13,-0.65,54.04,109h22m,6.76,13.34,201905
Rio de Janeiro,492.93,-4.39,53.69,108h40m,5.61,10.51,201905
Florianópolis,487.93,1.17,53.14,107h34m,6.58,10.49,201905
Brasília,487.3,0.06,53.07,107h25m,11.81,20.43,201905
Vitória,484.84,-2.75,52.81,106h53m,20.07,18.27,201905
Curitiba,451.38,-2.28,49.16,99h30m,7.72,13.65,201905
Fortaleza,444.44,-3.21,48.41,97h58m,11.85,13.73,201905
Goiânia,425.35,-4.48,46.33,93h46m,9.38,16.01,201905
Belo Horizonte,424.85,-7.02,46.27,93h39m,3.95,13.26,201905
Campo Grande,423.97,-13.92,46.18,93h28m,0.26,6.49,201905
Belém,418.05,-1.21,45.53,92h10m,9.35,13.74,201905
Recife,417.85,0.2,45.51,92h07m,22.69,24.23,201905
Aracaju,408.16,0.86,44.45,89h59m,13.77,16.85,201905
Natal,406.07,-0.98,44.23,89h31m,18.94,19.02,201905
João Pessoa,403.57,-2.11,43.95,88h58m,16.91,16.5,201905
Salvador,392.97,-0.95,42.8,86h38m,14.3,19.97,201905
São Paulo,507.07,-2.87,55.23,111h47m,7.56,14.94,201905
São Paulo,501.68,-1.06,54.64,110h35m,6.41,11.08,201906
Rio de Janeiro,498.67,1.16,54.31,109h56m,6.84,11.91,201906
Porto Alegre,498.41,0.46,54.28,109h52m,7.25,10.07,201906
Florianópolis,494.96,1.44,53.91,109h07m,8.11,16.38,201906
Vitória,485.34,0.1,52.86,106h59m,20.2,17.31,201906
Brasília,454.9,-6.65,49.54,100h17m,4.38,10.14,201906
Fortaleza,448.73,0.97,48.87,98h55m,12.93,14.37,201906
Curitiba,446.54,-1.07,48.63,98h26m,6.56,8.27,201906
Belo Horizonte,429.3,1.05,46.76,94h38m,5.04,14.81,201906
Campo Grande,428.33,1.03,46.65,94h25m,1.29,12.67,201906
Goiânia,421.65,-0.87,45.92,92h57m,8.43,15.26,201906
Belém,407.67,-2.48,44.4,89h52m,6.63,6.82,201906
João Pessoa,398.72,-1.2,43.43,87h53m,15.5,13.99,201906
Natal,397.24,-2.17,43.26,87h34m,16.36,13.14,201906
Recife,396.21,-5.18,43.15,87h20m,16.34,11.32,201906
Salvador,384.76,-2.09,41.91,84h49m,11.91,15.54,201906
Aracaju,383.09,-6.14,41.72,84h27m,6.78,9.6,201906
Porto Alegre,493.22,-1.04,53.72,108h44m,6.13,13.38,201907
São Paulo,493.16,-1.7,53.71,108h43m,4.61,12.74,201907
Florianópolis,483.2,-2.38,52.63,106h31m,5.54,16.36,201907
Rio de Janeiro,479.28,-3.89,52.2,105h39m,2.68,13.6,201907
Vitória,466.93,-3.79,50.85,102h56m,15.64,14.89,201907
Brasília,449.27,-1.24,48.93,99h02m,3.08,15.1,201907
Curitiba,443.68,-0.64,48.32,97h49m,5.88,13.38,201907
Fortaleza,432.96,-3.51,47.16,95h26m,8.96,14.16,201907
Goiânia,420.55,-0.26,45.8,92h43m,8.15,14.79,201907
Campo Grande,420.07,-1.93,45.75,92h36m,-0.66,13.35,201907
Belo Horizonte,415.03,-3.32,45.2,91h29m,1.55,14.25,201907
Belém,403.35,-1.06,43.93,88h55m,5.5,11.7,201907
João Pessoa,385.58,-3.3,41.99,85h00m,11.69,11.07,201907
Natal,381.27,-4.02,41.53,84h03m,11.68,11.78,201907
Recife,381.1,-3.81,41.51,84h01m,11.9,9.69,201907
Salvador,372.25,-3.25,40.54,82h04m,8.27,15.74,201907
Aracaju,359.95,-6.04,39.2,79h21m,0.33,4.37,201907
São Paulo,481.44,-2.38,52.44,106h08m,2.12,11.24,201908
Porto Alegre,469.17,-4.88,51.1,103h25m,0.96,11.76,201908
Florianópolis,464.24,-3.92,50.56,102h20m,1.4,7.64,201908
Rio de Janeiro,462.24,-3.56,50.34,101h54m,-0.97,10.84,201908
Vitória,441.5,-5.45,48.09,97h19m,9.34,11.57,201908
Curitiba,441.28,-0.54,48.06,97h17m,5.3,13.4,201908
Brasília,433.45,-3.52,47.21,95h33m,-0.55,12.4,201908
Campo Grande,408.11,-2.85,44.45,89h58m,-3.49,11.92,201908
Fortaleza,402.84,-6.96,43.87,88h48m,1.38,8.03,201908
Belo Horizonte,401.14,-3.35,43.69,88h26m,-1.85,12.07,201908
Goiânia,399.4,-5.03,43.5,88h02m,2.71,10.19,201908
Belém,393.94,-2.33,42.91,86h50m,3.04,9.34,201908
João Pessoa,367.86,-4.6,40.06,81h05m,6.56,9.65,201908
Recife,361.64,-5.11,39.39,79h43m,6.19,6.32,201908
Natal,354.44,-7.04,38.6,78h08m,3.82,5.61,201908
Salvador,350.75,-5.78,38.2,77h19m,2.02,12.45,201908
Aracaju,337.96,-6.11,36.81,74h30m,-5.8,-2.02,201908
São Paulo,473.85,-1.58,51.61,104h28m,0.51,9.48,201909
Porto Alegre,458.29,-2.32,49.91,101h02m,-1.38,8.34,201909
Rio de Janeiro,458.21,-0.87,49.91,101h01m,-1.83,9.49,201909
Florianópolis,454.94,-2.0,49.55,100h17m,-0.63,4.47,201909
Vitória,429.06,-2.82,46.73,94h35m,6.26,8.45,201909
Curitiba,424.81,-3.73,46.27,93h39m,1.37,9.66,201909
Brasília,420.01,-3.1,45.74,92h35m,-3.63,7.66,201909
Campo Grande,396.98,-2.73,43.24,87h31m,-6.12,3.44,201909
Goiânia,391.31,-2.03,42.62,86h16m,0.63,10.51,201909
Belo Horizonte,390.93,-2.55,42.58,86h11m,-4.35,8.95,201909
Fortaleza,384.17,-4.63,41.84,84h41m,-3.31,4.64,201909
Belém,382.11,-3.0,41.62,84h14m,-0.05,6.29,201909
Recife,367.16,1.53,39.99,80h56m,7.81,10.34,201909
João Pessoa,359.62,-2.24,39.17,79h16m,4.17,9.31,201909
Natal,352.57,-0.53,38.4,77h43m,3.27,6.74,201909
Salvador,345.04,-1.63,37.58,76h04m,0.35,9.24,201909
Aracaju,328.7,-2.74,35.8,72h28m,-8.38,-3.98,201909
São Paulo,473.59,-0.05,51.58,104h24m,0.46,6.18,201910
Porto Alegre,463.24,1.08,50.45,102h07m,-0.32,2.97,201910
Rio de Janeiro,462.57,0.95,50.38,101h58m,-0.9,4.26,201910
Florianópolis,458.28,0.73,49.91,101h01m,0.1,1.76,201910
Brasília,441.91,5.21,48.13,97h25m,1.4,8.16,201910
Vitória,428.25,-0.19,46.64,94h24m,6.06,2.04,201910
Curitiba,421.86,-0.69,45.95,93h00m,0.67,3.8,201910
Campo Grande,409.3,3.1,44.58,90h14m,-3.21,3.15,201910
Goiânia,395.7,1.12,43.1,87h14m,1.76,10.62,201910
Belo Horizonte,391.85,0.24,42.68,86h23m,-4.13,5.12,201910
Fortaleza,387.18,0.78,42.17,85h21m,-2.56,-1.58,201910
Belém,377.37,-1.24,41.1,83h11m,-1.29,4.33,201910
Recife,359.55,-2.07,39.16,79h16m,5.57,8.89,201910
João Pessoa,351.19,-2.34,38.25,77h25m,1.73,5.12,201910
Salvador,347.65,0.76,37.86,76h38m,1.11,5.02,201910
Natal,341.9,-3.03,37.24,75h22m,0.15,3.64,201910
Aracaju,325.01,-1.12,35.4,71h39m,-9.4,-5.11,201910
Florianópolis,478.68,4.45,52.13,105h31m,4.56,5.23,201911
São Paulo,465.81,-1.64,50.73,102h41m,-1.19,-1.18,201911
Vitória,462.06,7.89,50.32,101h52m,14.43,13.1,201911
Rio de Janeiro,455.37,-1.56,49.6,100h23m,-2.44,-1.06,201911
Porto Alegre,453.82,-2.03,49.43,100h02m,-2.35,-2.0,201911
Campo Grande,422.06,3.12,45.97,93h02m,-0.19,0.3,201911
Curitiba,413.63,-1.95,45.05,91h11m,-1.29,-0.67,201911
Goiânia,400.16,1.13,43.58,88h13m,2.91,8.72,201911
Fortaleza,395.82,2.23,43.11,87h15m,-0.38,-3.85,201911
Belo Horizonte,393.58,0.44,42.87,86h46m,-3.7,-2.07,201911
Belém,381.28,1.04,41.53,84h03m,-0.27,2.43,201911
Recife,354.64,-1.37,38.63,78h11m,4.13,6.34,201911
Natal,347.89,1.75,37.89,76h41m,1.9,4.72,201911
João Pessoa,347.14,-1.15,37.81,76h31m,0.56,2.28,201911
Salvador,341.45,-1.78,37.19,75h16m,-0.69,3.42,201911
Aracaju,325.4,0.12,35.44,71h44m,-9.3,-6.96,201911
Vitória,499.23,8.04,54.37,110h03m,23.64,,201912
Goiânia,454.75,13.64,49.53,100h15m,16.94,,201912
Recife,393.8,11.04,42.89,86h49m,15.63,,201912
Natal,383.76,10.31,41.8,84h36m,12.41,,201912
Florianópolis,511.7,6.9,55.73,112h48m,11.77,,201912
Rio de Janeiro,516.91,13.51,56.3,113h57m,10.75,,201912
Curitiba,458.88,10.94,49.98,101h10m,9.5,,201912
Fortaleza,433.64,9.55,47.23,95h35m,9.14,,201912
Porto Alegre,506.3,11.56,55.14,111h37m,8.95,,201912
Belo Horizonte,444.91,13.04,48.46,98h05m,8.86,,201912
Brasília,473.9,,51.61,104h28m,8.74,,201912
Belém,414.13,8.62,45.1,91h17m,8.32,,201912
João Pessoa,373.56,7.61,40.69,82h21m,8.21,,201912
São Paulo,506.5,8.74,55.16,111h39m,7.44,,201912
Campo Grande,450.08,6.64,49.02,99h13m,6.43,,201912
Salvador,360.51,5.58,39.26,79h28m,4.85,,201912
Aracaju,351.97,8.17,38.33,77h35m,-1.89,,201912
São Paulo,517.51,2.17,54.14,109h35m,,10.66,202001
Rio de Janeiro,507.13,-1.89,53.05,107h23m,,10.14,202001
Porto Alegre,502.98,-0.66,52.62,106h30m,,13.89,202001
Vitória,492.2,-1.41,51.49,104h13m,,16.03,202001
Florianópolis,489.13,-4.41,51.17,103h34m,,11.79,202001
Brasília,483.17,1.96,50.55,102h19m,,13.13,202001
Campo Grande,458.0,1.76,47.91,96h59m,,10.41,202001
Belo Horizonte,456.35,2.57,47.74,96h38m,,12.57,202001
Goiânia,455.08,0.07,47.61,96h22m,,14.28,202001
Curitiba,452.32,-1.43,47.32,95h47m,,12.62,202001
Fortaleza,433.39,-0.06,45.34,91h46m,,7.28,202001
Belém,415.56,0.35,43.47,87h59m,,8.0,202001
Recife,395.93,0.54,41.42,83h50m,,13.5,202001
Natal,389.26,1.43,40.72,82h25m,,10.64,202001
João Pessoa,388.02,3.87,40.59,82h10m,,7.51,202001
Salvador,376.49,4.43,39.39,79h43m,,6.52,202001
Aracaju,368.69,4.75,38.57,78h04m,,3.4,202001
São Paulo,519.76,0.43,54.06,109h25m,,2.62,202002
Rio de Janeiro,505.55,-0.31,52.58,106h26m,,-2.2,202002
Florianópolis,493.15,0.82,51.29,103h49m,,-3.63,202002
Porto Alegre,492.83,-2.02,51.26,103h45m,,-2.66,202002
Brasília,481.78,-0.29,50.11,101h26m,,1.66,202002
Vitória,480.03,-2.47,49.93,101h04m,,-3.85,202002
Fortaleza,462.99,6.83,48.16,97h28m,,6.77,202002
Belo Horizonte,459.1,0.6,47.75,96h39m,,3.19,202002
Goiânia,448.62,-1.42,46.66,94h27m,,-1.35,202002
Curitiba,447.91,-0.97,46.59,94h18m,,-2.39,202002
Campo Grande,445.4,-2.75,46.33,93h46m,,-1.04,202002
Belém,432.95,4.18,45.03,91h09m,,4.54,202002
Recife,420.27,6.15,43.71,88h29m,,6.72,202002
Natal,405.88,4.27,42.22,85h27m,,5.76,202002
João Pessoa,403.98,4.11,42.02,85h03m,,8.14,202002
Salvador,395.49,5.05,41.14,83h16m,,9.7,202002
Aracaju,371.22,0.69,38.61,78h09m,,5.47,202002
Rio de Janeiro,533.65,5.56,55.21,112h21m,,3.24,202003
São Paulo,518.5,-0.24,53.64,109h10m,,2.37,202003
Florianópolis,517.13,4.86,53.5,108h52m,,1.06,202003
Vitória,504.78,5.16,52.22,106h16m,,1.11,202003
Porto Alegre,497.88,1.02,51.51,104h49m,,-1.66,202003
Brasília,484.15,0.49,50.09,101h56m,,2.16,202003
Fortaleza,475.11,2.62,49.15,100h01m,,9.56,202003
Campo Grande,474.53,6.54,49.09,99h54m,,5.43,202003
Curitiba,465.47,3.92,48.15,97h59m,,1.44,202003
Belo Horizonte,461.28,0.47,47.72,97h07m,,3.68,202003
Goiânia,456.18,1.69,47.19,96h02m,,0.31,202003
Recife,433.28,3.1,44.82,91h13m,,10.03,202003
Natal,426.0,4.96,44.07,89h41m,,11.01,202003
Belém,418.8,-3.27,43.33,88h10m,,1.13,202003
João Pessoa,414.05,2.49,42.83,87h10m,,10.84,202003
Salvador,408.06,3.18,42.21,85h55m,,13.19,202003
Aracaju,390.2,5.11,40.37,82h09m,,10.86,202003
São Paulo,556.25,7.28,57.55,117h07m,9.82,6.55,202004
Rio de Janeiro,544.34,2.0,56.31,114h36m,5.31,5.58,202004
Vitória,537.89,6.56,55.65,113h14m,7.74,7.89,202004
Porto Alegre,527.01,5.85,54.52,110h57m,4.09,5.53,202004
Florianópolis,523.8,1.29,54.19,110h16m,2.36,8.6,202004
Curitiba,511.23,9.83,52.89,107h38m,11.41,10.68,202004
Campo Grande,495.69,4.46,51.28,104h22m,10.13,0.64,202004
Goiânia,493.21,8.12,51.02,103h50m,8.46,10.76,202004
Belo Horizonte,484.55,5.04,50.13,102h01m,8.91,6.05,202004
Fortaleza,482.46,1.55,49.91,101h34m,11.26,5.07,202004
Brasília,471.17,-2.68,48.74,99h11m,-0.58,-3.25,202004
Recife,461.26,6.46,47.72,97h07m,17.13,10.61,202004
João Pessoa,437.93,5.77,45.31,92h12m,17.23,6.22,202004
Belém,434.19,3.67,44.92,91h25m,4.84,2.6,202004
Natal,428.28,0.54,44.31,90h10m,11.6,4.43,202004
Salvador,425.12,4.18,43.98,89h30m,17.92,7.15,202004
Aracaju,401.37,2.86,41.52,84h30m,14.04,-0.82,202004
Rio de Janeiro,558.81,2.66,57.81,117h38m,8.11,13.36,202005
São Paulo,556.36,0.02,57.56,117h08m,9.84,9.72,202005
Vitória,536.73,-0.22,55.53,113h00m,7.51,10.7,202005
Curitiba,531.27,3.92,54.96,111h51m,15.78,17.7,202005
