mes,data_referencia,ano,mes_num,capital,sigla_uf,capital_bruto,valor,var_mensal,pct_sal,tempo,tempo_em_horas,var_ano,var_12,flag_capital_variante,flag_conflito_capital_mes,flag_diverge_var_mensal,n_capitais_no_mes,periodo_cobertura,tipo_cesta,ipca_grupo,ipca_variavel,ipca_var_mensal_pct,ipca_tabela_sidra,ano_eleitoral_referencia,ano_eleitoral_presidente_referencia,ano_eleitoral_governador_referencia,tse_presidente_nm_candidato,tse_presidente_sg_partido,tse_presidente_nm_partido,tse_presidente_nm_coligacao,tse_governador_nm_candidato,tse_governador_sg_partido,tse_governador_nm_partido,tse_governador_nm_coligacao
202512,2025-12-01,2025,12,Belo Horizonte,MG,Belo Horizonte,723.26,1.58,51.51,104h49m,104.81666666666666,2.4,2.4,False,False,False,27,"2025-07 em diante | 27 capitais, cesta atualizada",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.27,7060,2022,2022,2022,LUIZ INÁCIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO BRASIL DA ESPERANÇA,ROMEU ZEMA NETO,NOVO,PARTIDO NOVO,MINAS NOS TRILHOS
202601,2026-01-01,2026,1,Belo Horizonte,MG,Belo Horizonte,737.86,2.02,49.21,100h08m,100.13333333333334,,1.21,False,False,False,27,"2025-07 em diante | 27 capitais, cesta atualizada",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.23,7060,2022,2022,2022,LUIZ INÁCIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO BRASIL DA ESPERANÇA,ROMEU ZEMA NETO,NOVO,PARTIDO NOVO,MINAS NOS TRILHOS
202602,2026-02-01,2026,2,Belo Horizonte,MG,Belo Horizonte,736.86,-0.14,49.14,100h01m,100.01666666666667,1.88,0.21,False,False,False,27,"2025-07 em diante | 27 capitais, cesta atualizada",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.26,7060,2022,2022,2022,LUIZ INÁCIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO BRASIL DA ESPERANÇA,ROMEU ZEMA NETO,NOVO,PARTIDO NOVO,MINAS NOS TRILHOS
202603,2026-03-01,2026,3,Belo Horizonte,MG,Belo Horizonte,784.32,6.44,52.31,106h27m,106.45,8.44,4.01,False,False,False,27,"2025-07 em diante | 27 capitais, cesta atualizada",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,1.56,7060,2022,2022,2022,LUIZ INÁCIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO BRASIL DA ESPERANÇA,ROMEU ZEMA NETO,NOVO,PARTIDO NOVO,MINAS NOS TRILHOS
202604,2026-04-01,2026,4,Belo Horizonte,MG,Belo Horizonte,793.75,1.2,52.94,107h44m,107.73333333333333,9.75,4.12,False,False,False,27,"2025-07 em diante | 27 capitais, cesta atualizada",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,1.34,7060,2022,2022,2022,LUIZ INÁCIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO BRASIL DA ESPERANÇA,ROMEU ZEMA NETO,NOVO,PARTIDO NOVO,MINAS NOS TRILHOS
202605,2026-05-01,2026,5,Belo Horizonte,MG,Belo Horizonte,825.99,4.06,55.09,112h06m,112.1,14.2,11.24,False,False,False,27,"2025-07 em diante | 27 capitais, cesta atualizada",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,1.33,7060,2022,2022,2022,LUIZ INÁCIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO BRASIL DA ESPERANÇA,ROMEU ZEMA NETO,NOVO,PARTIDO NOVO,MINAS NOS TRILHOS
202606,2026-06-01,2026,6,Belo Horizonte,MG,Belo Horizonte,826.72,0.09,55.14,112h12m,112.2,14.3,12.52,False,False,False,27,"2025-07 em diante | 27 capitais, cesta atualizada",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.24,7060,2022,2022,2022,LUIZ INÁCIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO BRASIL DA ESPERANÇA,ROMEU ZEMA NETO,NOVO,PARTIDO NOVO,MINAS NOS TRILHOS
202607,2026-07-01,2026,7,Belo Horizonte,MG,Belo Horizonte,765.25,-7.44,51.04,103h52m,103.86666666666666,5.81,5.02,False,False,False,27,"2025-07 em diante | 27 capitais, cesta atualizada",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.67,7060,2022,2022,2022,LUIZ INÁCIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO BRASIL DA ESPERANÇA,ROMEU ZEMA NETO,NOVO,PARTIDO NOVO,MINAS NOS TRILHOS
200501,2005-01-01,2005,1,Belém,PA,BELÉM,152.2,1.67,63.39,128h47m,128.78333333333333,,2.97,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.78,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200502,2005-02-01,2005,2,Belém,PA,BELÉM,155.26,2.01,64.66,131h22m,131.36666666666667,3.71,6.34,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.49,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200503,2005-03-01,2005,3,Belém,PA,BELÉM,154.69,-0.37,64.42,130h53m,130.88333333333333,3.33,5.28,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.26,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200504,2005-04-01,2005,4,Belém,PA,BELÉM,155.37,0.44,64.71,131h28m,131.46666666666667,3.79,4.7,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.81,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200505,2005-05-01,2005,5,Belém,PA,BELÉM,162.1,4.33,58.51,118h52m,118.86666666666666,8.28,8.43,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.65,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200506,2005-06-01,2005,6,Belém,PA,BELÉM,153.86,-5.08,55.54,112h50m,112.83333333333333,2.78,1.95,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.67,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200507,2005-07-01,2005,7,Belém,PA,Belém,149.46,-2.86,53.95,109h36m,109.6,-0.16,-2.65,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.77,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200508,2005-08-01,2005,8,Belém,PA,BELÉM,145.35,-2.75,52.46,106h35m,106.58333333333333,-2.91,-8.13,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.73,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200509,2005-09-01,2005,9,Belém,PA,BELÉM,145.52,0.12,52.52,106h43m,106.71666666666667,-2.79,-5.9,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.25,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200510,2005-10-01,2005,10,Belém,PA,BELÉM,146.45,0.64,52.86,107h24m,107.4,-2.17,-1.76,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.27,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200511,2005-11-01,2005,11,Belém,PA,BELÉM,149.97,2.4,54.13,109h59m,109.98333333333333,0.18,0.45,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.88,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200512,2005-12-01,2005,12,Belém,PA,BELÉM,156.77,4.72,56.59,114h58m,114.96666666666667,,4.53,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.27,655,2002,2002,2002,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,SIMÃO ROBISON OLIVEIRA JATENE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,COLIGAÇÃO UNIÃO PELO PARÁ
200601,2006-01-01,2006,1,Belém,PA,BELÉM,158.06,0.82,57.05,115h55m,115.91666666666667,0.82,3.85,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.11,655,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200602,2006-02-01,2006,2,Belém,PA,BELÉM,144.9,-8.33,52.3,106h16m,106.26666666666667,-7.57,-6.67,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.28,655,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200603,2006-03-01,2006,3,Belém,PA,BELÉM,146.29,0.96,52.8,107h17m,107.28333333333333,-6.68,-5.43,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.24,655,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200604,2006-04-01,2006,4,Belém,PA,BELÉM,154.14,5.37,47.69,96h53m,96.88333333333334,-1.68,-0.79,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.27,655,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200605,2006-05-01,2006,5,Belém,PA,BELÉM,156.19,1.33,48.32,98h11m,98.18333333333334,-0.37,-3.65,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.03,655,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200606,2006-06-01,2006,6,Belém,PA,BELÉM,156.56,0.24,48.44,98h25m,98.41666666666667,-0.13,1.75,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,-0.61,655,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200607,2006-07-01,2006,7,Belém,PA,BELÉM,152.64,-2.5,47.22,95h57m,95.95,-2.63,2.13,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.09,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200608,2006-08-01,2006,8,Belém,PA,BELÉM,145.54,-4.65,45.03,91h29m,91.48333333333333,-7.16,0.13,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.07,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200609,2006-09-01,2006,9,Belém,PA,BELÉM,144.69,-0.58,44.76,90h57m,90.95,-7.71,-0.57,True,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.08,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200610,2006-10-01,2006,10,Belém,PA,Belém,147.4,1.87,45.6,92h39m,92.65,-5.98,0.65,False,False,False,15,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.88,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200611,2006-11-01,2006,11,Belém,PA,Belém,156.47,6.15,48.41,98h21m,98.35,-0.19,4.33,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,1.05,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200612,2006-12-01,2006,12,Belém,PA,Belém,157.16,0.25,48.62,98h47m,98.78333333333333,,0.44,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.39,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200701,2007-01-01,2007,1,Belém,PA,Belém,159.49,1.48,49.34,100h15m,100.25,1.48,0.9,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.84,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200702,2007-02-01,2007,2,Belém,PA,Belém,163.21,2.33,50.49,102h35m,102.58333333333333,3.85,12.64,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.78,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200703,2007-03-01,2007,3,Belém,PA,Belém,168.24,3.08,52.05,105h45m,105.75,7.05,15.0,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.98,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200704,2007-04-01,2007,4,Belém,PA,Belém,170.44,1.31,48.57,98h41m,98.68333333333334,8.45,10.57,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.03,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200705,2007-05-01,2007,5,Belém,PA,Belém,164.69,-3.37,46.93,95h21m,95.35,4.79,5.44,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.16,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200706,2007-06-01,2007,6,Belém,PA,Belém,154.91,-5.94,44.14,89h41m,89.68333333333334,-1.43,-1.05,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,1.09,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200707,2007-07-01,2007,7,Belém,PA,Belém,154.58,-0.21,44.05,89h30m,89.5,-1.64,1.27,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,1.27,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200708,2007-08-01,2007,8,Belém,PA,Belém,161.64,4.57,46.06,93h35m,93.58333333333333,2.85,11.06,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,1.39,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200709,2007-09-01,2007,9,Belém,PA,Belém,165.59,2.44,47.19,95h52m,95.86666666666666,5.36,14.44,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.44,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200710,2007-10-01,2007,10,Belém,PA,Belém,172.72,4.31,49.22,100h00m,100.0,9.9,17.18,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.52,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200711,2007-11-01,2007,11,Belém,PA,Belém,176.57,2.23,50.31,102h13m,102.21666666666667,12.35,12.85,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.73,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200712,2007-12-01,2007,12,Belém,PA,Belém,190.01,20.9,54.14,110h00m,110.0,,7.61,False,False,True,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,2.06,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200801,2008-01-01,2008,1,Belém,PA,Belém,192.81,1.47,55.15,111h38m,111.63333333333334,,20.89,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,1.52,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200802,2008-02-01,2008,2,Belém,PA,Belém,191.43,-0.72,54.76,110h50m,110.83333333333333,0.75,17.29,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.6,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
200803,2008-03-01,2008,3,Belém,PA,Belém,190.41,-0.53,49.87,100h56m,100.93333333333334,0.21,13.18,False,False,False,16,"2005-01 a 2015-12 | 16/18 capitais, ponderação anterior",Cesta Básica de Alimentos - DIEESE,1.Alimentação e bebidas,IPCA - Variação mensal,0.89,2938,2006,2002,2006,LUIZ INACIO LULA DA SILVA,PT,PARTIDO DOS TRABALHADORES,COLIGAÇÃO  LULA PRESIDENTE,ANA JULIA DE VASCONCELOS CAREPA,PT,PARTIDO DOS TRABALHADORES,FRENTE POPULAR MUDA PARÁ
